Date,Year,State,Site,SubSite,Overall_Treatment,Transect,Distance_m,Depth_m,Depth_to_Benchmark_m,Elevation_NAVD88m,Description
8/1/2022,2022,MA,Kents Island,,Reference,T1,10,,,1.372,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,12.5,,,1.372,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,15,,,1.372,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,17.5,,,1.367,Trans
8/1/2022,2022,MA,Kents Island,,Reference,T1,20,,,1.372,Trans
8/1/2022,2022,MA,Kents Island,,Reference,T1,22.5,,,1.382,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,25,,,1.377,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,27.5,,,1.402,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,30,,,1.412,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,32.5,,,1.392,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,35,,,1.457,HM
8/1/2022,2022,MA,Kents Island,,Reference,T1,36,,,1.502,East post (UE)
8/1/2022,2022,MA,Kents Island,,Reference,T2,-1,,,0.492,Creek Edge
8/1/2022,2022,MA,Kents Island,,Reference,T2,0,,,1.312,East post (HM)
8/1/2022,2022,MA,Kents Island,,Reference,T2,2.5,,,1.362,HM
8/1/2022,2022,MA,Kents Island,,Reference,T2,5,,,1.392,HM
8/1/2022,2022,MA,Kents Island,,Reference,T2,7.5,,,1.412,HM
8/1/2022,2022,MA,Kents Island,,Reference,T2,10,,,1.432,HM
8/1/2022,2022,MA,Kents Island,,Reference,T2,12.5,,,1.442,HM
8/1/2022,2022,MA,Kents Island,,Reference,T2,15,,,1.442,HM
8/1/2022,2022,MA,Kents Island,,Reference,T2,17.5,,,1.462,UE
8/1/2022,2022,MA,Kents Island,,Reference,T2,20,,,1.542,West post (UE)
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,0,,,1.401,South post (HM)
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,2,,,1.381,Upper runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,2.1,,,1.251,lower runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,2.5,,,1.206,runnel center
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,3.1,,,1.271,lower runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,3.5,,,1.391,Upper runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,5,,,1.371,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,7.5,,,1.376,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,9,,,1.391,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,10,,,1.391,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,12.5,,,1.381,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,15,,,1.401,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,17.5,,,1.381,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,20,,,1.411,HM Ridge
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,22.5,,,1.371,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,25,,,1.361,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,27.5,,,1.366,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,30,,,1.381,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,32.5,,,1.361,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,35,,,1.341,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,37.5,,,1.391,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,40,,,1.431,HM embankment
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,42.1,,,1.171,ditch center
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,42.5,,,1.401,ditch edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,45,,,1.406,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,47,,,1.431,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,47.5,,,1.426,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,50,,,1.496,North post (trans)
8/1/2022,2022,MA,Kents Island,,Runnel ,T1,51,,,1.521,UE
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,0,,,1.411,South post (HM)
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,2.5,,,1.451,HM
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,5,,,1.386,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,7.5,,,1.401,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,10,,,1.381,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,12.5,,,1.401,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,15,,,1.401,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,17.5,,,1.386,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,19,,,1.351,bare panne pool 
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,20,,,1.401,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,22.5,,,1.401,HM ribbon
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,25,,,1.401,HM ribbon
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,27.5,,,1.356,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,30,,,1.331,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,32.5,,,1.331,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,35,,,1.341,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,37.5,,,1.351,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,40,,,1.386,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,42.5,,,1.351,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,43.4,,,1.351,Upper runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,43.7,,,1.211,lower runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,44.1,,,1.166,runnel center
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,45,,,1.281,lower runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,45.1,,,1.386,Upper runnel edge
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,47.5,,,1.351,Panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,50,,,1.451,HM
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,52.5,,,1.346,die back panne
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,55,,,1.421,HM
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,57.5,,,1.471,HM
8/1/2022,2022,MA,Kents Island,,Runnel ,T2,60,,,1.481,North post (HM)
8/30/2024,2024,MA,Kents Island,,No Action,T1,-1,2.285,-0.925,0.839,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,0,1.765,-0.405,1.359,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,2.5,1.69,-0.33,1.434,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,5,1.69,-0.33,1.434,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,7.5,1.685,-0.325,1.439,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,10,1.68,-0.32,1.444,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,12.5,1.68,-0.32,1.444,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,15,1.7,-0.34,1.424,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,17.5,1.7,-0.34,1.424,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,20,1.69,-0.33,1.434,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,22.5,1.695,-0.335,1.429,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,25,1.725,-0.365,1.399,wet panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,27.5,1.72,-0.36,1.404,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,30,1.76,-0.4,1.364,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,32.5,1.74,-0.38,1.384,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,35,1.75,-0.39,1.374,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,37.5,1.75,-0.39,1.374,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,40,1.72,-0.36,1.404,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,42.5,1.74,-0.38,1.384,panne
8/30/2024,2024,MA,Kents Island,,No Action,T1,45,1.67,-0.31,1.454,HM edge
8/30/2024,2024,MA,Kents Island,,No Action,T1,47.2,1.54,-0.18,1.584,HM edge
8/30/2024,2024,MA,Kents Island,,No Action,T2,-1,2.07,-0.71,1.054,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,0,1.775,-0.415,1.349,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,2.5,1.71,-0.35,1.414,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,5,1.695,-0.335,1.429,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,7.5,1.68,-0.32,1.444,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,10,1.69,-0.33,1.434,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,12.5,1.7,-0.34,1.424,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,15,1.715,-0.355,1.409,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,17.5,1.685,-0.325,1.439,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,20,1.7,-0.34,1.424,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,22.5,1.72,-0.36,1.404,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,25,1.72,-0.36,1.404,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,27.5,1.7,-0.34,1.424,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,30,1.72,-0.36,1.404,panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,32.5,1.755,-0.395,1.369,wet panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,35,1.75,-0.39,1.374,wet panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,37.5,1.755,-0.395,1.369,wet panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,40,1.82,-0.46,1.304,wet panne
8/30/2024,2024,MA,Kents Island,,No Action,T2,42.5,1.68,-0.32,1.444,HM edge
8/30/2024,2024,MA,Kents Island,,No Action,T2,45.2,1.58,-0.22,1.544,HM edge
8/30/2024,2024,MA,Kents Island,,Reference,T1,-1,2.015,-0.975,0.883,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,0,1.62,-0.58,1.278,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,2.5,1.58,-0.54,1.318,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,5,1.56,-0.52,1.338,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,7.5,1.54,-0.5,1.358,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,10,1.54,-0.5,1.358,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,12.5,1.55,-0.51,1.348,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,15,1.545,-0.505,1.353,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,17.5,1.54,-0.5,1.358,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,20,1.54,-0.5,1.358,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,22.5,1.525,-0.485,1.373,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,25,1.52,-0.48,1.378,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,27.5,1.505,-0.465,1.393,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,30,1.505,-0.465,1.393,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,32.5,1.51,-0.47,1.388,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,35,1.455,-0.415,1.443,HM
8/30/2024,2024,MA,Kents Island,,Reference,T1,36,1.405,-0.365,1.493,HM
8/30/2024,2024,MA,Kents Island,,Reference,T2,-1,2.25,-1.21,0.648,LM
8/30/2024,2024,MA,Kents Island,,Reference,T2,0,1.605,-0.565,1.293,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,2.5,1.554,-0.514,1.344,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,5,1.515,-0.475,1.383,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,7.5,1.49,-0.45,1.408,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,10,1.475,-0.435,1.423,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,12.5,1.465,-0.425,1.433,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,15,1.46,-0.42,1.438,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,17.5,1.445,-0.405,1.453,TM
8/30/2024,2024,MA,Kents Island,,Reference,T2,20,1.345,-0.305,1.553,TM
9/6/2024,2024,MA,Kents Island,,Runnel,T1,-1,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T1,0,1.74,-0.475,1.431,HM
9/6/2024,2024,MA,Kents Island,,Runnel,T1,2.4,1.82,-0.555,1.351,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T1,2.5,1.93,-0.665,1.241,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T1,2.7,1.92,-0.655,1.251,runnel center
9/6/2024,2024,MA,Kents Island,,Runnel,T1,2.9,1.92,-0.655,1.251,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T1,3,1.85,-0.585,1.321,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T1,5,1.76,-0.495,1.411,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,7.5,1.75,-0.485,1.421,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,9,1.74,-0.475,1.431,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,10,1.74,-0.475,1.431,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,12.5,1.745,-0.48,1.426,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,15,1.735,-0.47,1.436,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,17.5,1.73,-0.465,1.441,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,20,1.725,-0.46,1.446,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,22.5,1.75,-0.485,1.421,"ridge, panne"
9/6/2024,2024,MA,Kents Island,,Runnel,T1,25,1.755,-0.49,1.416,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,27.5,1.74,-0.475,1.431,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,30,1.74,-0.475,1.431,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,32.5,1.755,-0.49,1.416,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,35,1.785,-0.52,1.386,"panne, next to pool"
9/6/2024,2024,MA,Kents Island,,Runnel,T1,37.5,1.74,-0.475,1.431,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,40,1.69,-0.425,1.481,emabnkment HM
9/6/2024,2024,MA,Kents Island,,Runnel,T1,41,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T1,42.5,1.715,-0.45,1.456,"panne, next to ditch"
9/6/2024,2024,MA,Kents Island,,Runnel,T1,45,1.715,-0.45,1.456,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,46.5,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T1,47,1.71,-0.445,1.461,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,47.5,1.705,-0.44,1.466,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T1,50,1.62,-0.355,1.551,UE
9/6/2024,2024,MA,Kents Island,,Runnel,T2,0,1.705,-0.44,1.466,HM
9/6/2024,2024,MA,Kents Island,,Runnel,T2,2.5,1.68,-0.415,1.491,HM
9/6/2024,2024,MA,Kents Island,,Runnel,T2,5,1.735,-0.47,1.436,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,7.5,1.73,-0.465,1.441,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,10,1.735,-0.47,1.436,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,12.5,1.72,-0.455,1.451,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,14.9,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T2,15,1.735,-0.47,1.436,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,16.3,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T2,16.6,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T2,17.5,1.74,-0.475,1.431,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,19,1.75,-0.485,1.421,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,20,1.73,-0.465,1.441,Panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,22.5,1.73,-0.465,1.441,"panne, ridge"
9/6/2024,2024,MA,Kents Island,,Runnel,T2,25,1.715,-0.45,1.456,panne ridge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,27.5,1.75,-0.485,1.421,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,30,1.795,-0.53,1.376,panne- old pool
9/6/2024,2024,MA,Kents Island,,Runnel,T2,32.5,1.8,-0.535,1.371,panne - old pool
9/6/2024,2024,MA,Kents Island,,Runnel,T2,35,1.785,-0.52,1.386,pane - old pool
9/6/2024,2024,MA,Kents Island,,Runnel,T2,37.5,1.77,-0.505,1.401,panne
9/6/2024,2024,MA,Kents Island,,Runnel,T2,40,1.74,-0.475,1.431,"panne, edge of ridge"
9/6/2024,2024,MA,Kents Island,,Runnel,T2,41,,,,
9/6/2024,2024,MA,Kents Island,,Runnel,T2,42.5,1.765,-0.5,1.406,"panne, near runnel"
9/6/2024,2024,MA,Kents Island,,Runnel,T2,43.5,1.845,-0.58,1.326,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,44,1.985,-0.72,1.186,runnel center
9/6/2024,2024,MA,Kents Island,,Runnel,T2,44.9,1.905,-0.64,1.266,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,45,1.74,-0.475,1.431,runnel edge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,47.5,1.78,-0.515,1.391,panne- old pool
9/6/2024,2024,MA,Kents Island,,Runnel,T2,50,1.68,-0.415,1.491,HM ridge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,52.5,1.805,-0.54,1.366,depression
9/6/2024,2024,MA,Kents Island,,Runnel,T2,55,1.67,-0.405,1.501,HM ridge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,57.5,1.64,-0.375,1.531,HM ridge
9/6/2024,2024,MA,Kents Island,,Runnel,T2,60,1.605,-0.34,1.566,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,0,1.75,-0.23,1.342,west post
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,3,1.82,-0.3,1.272,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,3.3,1.94,-0.42,1.152,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,3.6,2.03,-0.51,1.062,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,3.9,2.52,-1,0.572,ditch 
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,4.2,2.52,-1,0.572,ditch center
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,4.5,2.5,-0.98,0.592,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,4.8,1.88,-0.36,1.212,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,5.1,1.84,-0.32,1.252,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,5.5,1.81,-0.29,1.282,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,6,1.76,-0.24,1.332,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,8,1.71,-0.19,1.382,transition zone
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,10,1.68,-0.16,1.412,transition zone
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,13,1.675,-0.155,1.417,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,16,1.645,-0.125,1.447,Ridge HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,19,1.7,-0.18,1.392,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,20,1.67,-0.15,1.422,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,23,1.69,-0.17,1.402,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,26,1.69,-0.17,1.402,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,28,1.66,-0.14,1.432,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,30,1.685,-0.165,1.407,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,33,1.68,-0.16,1.412,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,36,1.67,-0.15,1.422,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,38,1.66,-0.14,1.432,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,40,1.665,-0.145,1.427,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,43,1.69,-0.17,1.402,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,46,1.68,-0.16,1.412,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,48,1.66,-0.14,1.432,Ridge HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,50,1.68,-0.16,1.412,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,53,1.72,-0.2,1.372,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,56,1.725,-0.205,1.367,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,58,1.77,-0.25,1.322,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,58.3,1.81,-0.29,1.282,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,58.6,1.835,-0.315,1.257,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,58.9,1.985,-0.465,1.107,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,59,2.33,-0.81,0.762,ditch 
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,59.1,2.42,-0.9,0.672,ditch center
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,59.3,2.34,-0.82,0.752,ditch 
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,59.4,1.89,-0.37,1.202,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,60,1.805,-0.285,1.287,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,63,1.71,-0.19,1.382,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,65,1.715,-0.195,1.377,panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,66,1.685,-0.165,1.407,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,68,1.71,-0.19,1.382,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,70,1.71,-0.19,1.382,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,72,1.69,-0.17,1.402,LM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,73,1.97,-0.45,1.122,ditch/pool
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,74,1.83,-0.31,1.262,ditch/pool edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,77,1.67,-0.15,1.422,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,80,1.68,-0.16,1.412,transition zone
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,83,1.68,-0.16,1.412,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T1,86,1.66,-0.14,1.432,east post
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,0,1.675,-0.155,1.417,west post
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,3,1.69,-0.17,1.402,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,6,1.695,-0.175,1.397,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,8,1.695,-0.175,1.397,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,10,1.705,-0.185,1.387,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,13,1.7,-0.18,1.392,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,16,1.68,-0.16,1.412,Ridge HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,18,1.695,-0.175,1.397,Ridge HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,20,1.705,-0.185,1.387,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,23,1.69,-0.17,1.402,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,26,1.745,-0.225,1.347,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,27,1.75,-0.23,1.342,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,27.3,1.77,-0.25,1.322,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,27.6,1.79,-0.27,1.302,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,28,1.845,-0.325,1.247,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,28.3,2.49,-0.97,0.602,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,28.4,2.51,-0.99,0.582,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,28.5,2.55,-1.03,0.542,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,28.7,2.54,-1.02,0.552,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,28.8,1.91,-0.39,1.182,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,29,1.83,-0.31,1.262,ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,29.3,1.795,-0.275,1.297,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,29.6,1.78,-0.26,1.312,ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,30,1.76,-0.24,1.332,transition zone
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,33,1.71,-0.19,1.382,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,36,1.755,-0.235,1.337,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,38,1.75,-0.23,1.342,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,40,1.765,-0.245,1.327,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,41.8,1.8,-0.28,1.292,old ditch
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,43,1.74,-0.22,1.352,old ditch edge
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,46,1.69,-0.17,1.402,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,48,1.68,-0.16,1.412,HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,50,1.67,-0.15,1.422,Ridge HM
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,53,1.705,-0.185,1.387,veg panne
9/2/2022,2022,MA,Old Town Hill,,Runnel,T2,56,1.69,-0.17,1.402,veg panne
